Data type,Cancer group/site,Year,Sex,Age group (years),Count,"Age-specific rate
(per 100,000)"
Actual,Melanoma of the skin,1997,Females,All ages combined,"3,748",40.4
Actual,Melanoma of the skin,1998,Females,00-04,1,0.2
Actual,Melanoma of the skin,1998,Females,05-09,1,0.2
Actual,Melanoma of the skin,1998,Females,10-14,6,0.9
Actual,Melanoma of the skin,1998,Females,15-19,36,5.8
Actual,Melanoma of the skin,1998,Females,20-24,92,14.2
Actual,Melanoma of the skin,1998,Females,25-29,151,20.7
Actual,Melanoma of the skin,1998,Females,30-34,242,34.3
Actual,Melanoma of the skin,1998,Females,35-39,265,35.4
Actual,Melanoma of the skin,1998,Females,40-44,306,43.8
Actual,Melanoma of the skin,1998,Females,45-49,316,48.6
Actual,Melanoma of the skin,1998,Females,50-54,356,62.5
Actual,Melanoma of the skin,1998,Females,55-59,290,67.3
Actual,Melanoma of the skin,1998,Females,60-64,296,79.9
Actual,Melanoma of the skin,1998,Females,65-69,274,78.9
Actual,Melanoma of the skin,1998,Females,70-74,267,81.1
Actual,Melanoma of the skin,1998,Females,75-79,266,99.5
Actual,Melanoma of the skin,1998,Females,80-84,180,99.4
Actual,Melanoma of the skin,1998,Females,85-89,129,122.7
Actual,Melanoma of the skin,1998,Females,90+,41,80.7
Actual,Melanoma of the skin,1998,Females,All ages combined,"3,515",37.5
Actual,Melanoma of the skin,1999,Females,00-04,1,0.2
Actual,Melanoma of the skin,1999,Females,05-09,2,0.3
Actual,Melanoma of the skin,1999,Females,10-14,7,1.1
Actual,Melanoma of the skin,1999,Females,15-19,35,5.5
Actual,Melanoma of the skin,1999,Females,20-24,119,18.7
Actual,Melanoma of the skin,1999,Females,25-29,147,20.2
Actual,Melanoma of the skin,1999,Females,30-34,209,29.6
Actual,Melanoma of the skin,1999,Females,35-39,280,37.1
Actual,Melanoma of the skin,1999,Females,40-44,301,42.4
Actual,Melanoma of the skin,1999,Females,45-49,387,58.5
Actual,Melanoma of the skin,1999,Females,50-54,380,63.9
Actual,Melanoma of the skin,1999,Females,55-59,295,65.6
Actual,Melanoma of the skin,1999,Females,60-64,254,66.5
Actual,Melanoma of the skin,1999,Females,65-69,288,83.7
Actual,Melanoma of the skin,1999,Females,70-74,302,91.1
Actual,Melanoma of the skin,1999,Females,75-79,274,98.1
Actual,Melanoma of the skin,1999,Females,80-84,209,114.8
Actual,Melanoma of the skin,1999,Females,85-89,112,100.7
Actual,Melanoma of the skin,1999,Females,90+,59,109.4
Actual,Melanoma of the skin,1999,Females,All ages combined,"3,661",38.7
Actual,Melanoma of the skin,2000,Females,00-04,0,0.0
Actual,Melanoma of the skin,2000,Females,05-09,1,0.2
Actual,Melanoma of the skin,2000,Females,10-14,5,0.8
Actual,Melanoma of the skin,2000,Females,15-19,38,5.9
Actual,Melanoma of the skin,2000,Females,20-24,93,14.8
Actual,Melanoma of the skin,2000,Females,25-29,150,20.8
Actual,Melanoma of the skin,2000,Females,30-34,220,30.8
Actual,Melanoma of the skin,2000,Females,35-39,302,40.2
Actual,Melanoma of the skin,2000,Females,40-44,314,43.3
Actual,Melanoma of the skin,2000,Females,45-49,358,53.4
Actual,Melanoma of the skin,2000,Females,50-54,372,60.1
Actual,Melanoma of the skin,2000,Females,55-59,314,66.7
Actual,Melanoma of the skin,2000,Females,60-64,282,71.5
Actual,Melanoma of the skin,2000,Females,65-69,304,88.7
Actual,Melanoma of the skin,2000,Females,70-74,328,98.9
Actual,Melanoma of the skin,2000,Females,75-79,338,118.2
Actual,Melanoma of the skin,2000,Females,80-84,206,109.1
Actual,Melanoma of the skin,2000,Females,85-89,135,116.4
Actual,Melanoma of the skin,2000,Females,90+,66,113.6
Actual,Melanoma of the skin,2000,Females,All ages combined,"3,826",39.9
Actual,Melanoma of the skin,2001,Females,00-04,1,0.2
Actual,Melanoma of the skin,2001,Females,05-09,5,0.8
Actual,Melanoma of the skin,2001,Females,10-14,7,1.1
Actual,Melanoma of the skin,2001,Females,15-19,41,6.3
Actual,Melanoma of the skin,2001,Females,20-24,79,12.4
Actual,Melanoma of the skin,2001,Females,25-29,144,20.6
Actual,Melanoma of the skin,2001,Females,30-34,218,29.7
Actual,Melanoma of the skin,2001,Females,35-39,278,37.3
Actual,Melanoma of the skin,2001,Females,40-44,349,47.1
Actual,Melanoma of the skin,2001,Females,45-49,348,51.2
Actual,Melanoma of the skin,2001,Females,50-54,417,64.8
Actual,Melanoma of the skin,2001,Females,55-59,330,67.0
Actual,Melanoma of the skin,2001,Females,60-64,320,79.0
Actual,Melanoma of the skin,2001,Females,65-69,304,88.2
Actual,Melanoma of the skin,2001,Females,70-74,346,104.0
Actual,Melanoma of the skin,2001,Females,75-79,308,106.2
Actual,Melanoma of the skin,2001,Females,80-84,214,106.8
Actual,Melanoma of the skin,2001,Females,85-89,133,110.7
Actual,Melanoma of the skin,2001,Females,90+,52,83.9
Actual,Melanoma of the skin,2001,Females,All ages combined,"3,894",40.1
Actual,Melanoma of the skin,2002,Females,00-04,1,0.2
Actual,Melanoma of the skin,2002,Females,05-09,4,0.6
Actual,Melanoma of the skin,2002,Females,10-14,10,1.5
Actual,Melanoma of the skin,2002,Females,15-19,42,6.3
Actual,Melanoma of the skin,2002,Females,20-24,93,14.4
Actual,Melanoma of the skin,2002,Females,25-29,145,21.3
Actual,Melanoma of the skin,2002,Females,30-34,219,29.1
Actual,Melanoma of the skin,2002,Females,35-39,253,34.3
Actual,Melanoma of the skin,2002,Females,40-44,326,43.2
Actual,Melanoma of the skin,2002,Females,45-49,398,57.7
Actual,Melanoma of the skin,2002,Females,50-54,433,67.3
Actual,Melanoma of the skin,2002,Females,55-59,423,79.5
Actual,Melanoma of the skin,2002,Females,60-64,378,90.8
Actual,Melanoma of the skin,2002,Females,65-69,331,94.0
Actual,Melanoma of the skin,2002,Females,70-74,343,104.0
Actual,Melanoma of the skin,2002,Females,75-79,321,109.9
Actual,Melanoma of the skin,2002,Females,80-84,274,130.8
Actual,Melanoma of the skin,2002,Females,85-89,165,134.2
Actual,Melanoma of the skin,2002,Females,90+,71,109.2
Actual,Melanoma of the skin,2002,Females,All ages combined,"4,230",43.1
Actual,Melanoma of the skin,2003,Females,00-04,0,0.0
Actual,Melanoma of the skin,2003,Females,05-09,2,0.3
Actual,Melanoma of the skin,2003,Females,10-14,4,0.6
Actual,Melanoma of the skin,2003,Females,15-19,31,4.6
Actual,Melanoma of the skin,2003,Females,20-24,96,14.5
Actual,Melanoma of the skin,2003,Females,25-29,122,18.1
Actual,Melanoma of the skin,2003,Females,30-34,210,27.6
Actual,Melanoma of the skin,2003,Females,35-39,262,35.8
Actual,Melanoma of the skin,2003,Females,40-44,330,43.1
Actual,Melanoma of the skin,2003,Females,45-49,370,52.6
Actual,Melanoma of the skin,2003,Females,50-54,397,61.1
Actual,Melanoma of the skin,2003,Females,55-59,405,71.5
Actual,Melanoma of the skin,2003,Females,60-64,333,77.9
Actual,Melanoma of the skin,2003,Females,65-69,343,95.0
Actual,Melanoma of the skin,2003,Females,70-74,331,101.5
Actual,Melanoma of the skin,2003,Females,75-79,300,101.8
Actual,Melanoma of the skin,2003,Females,80-84,252,115.2
Actual,Melanoma of the skin,2003,Females,85-89,169,135.5
Actual,Melanoma of the skin,2003,Females,90+,70,103.6
Actual,Melanoma of the skin,2003,Females,All ages combined,"4,027",40.5
Actual,Melanoma of the skin,2004,Females,00-04,0,0.0
Actual,Melanoma of the skin,2004,Females,05-09,0,0.0
Actual,Melanoma of the skin,2004,Females,10-14,5,0.7
Actual,Melanoma of the skin,2004,Females,15-19,34,5.1
Actual,Melanoma of the skin,2004,Females,20-24,91,13.4
Actual,Melanoma of the skin,2004,Females,25-29,137,20.5
Actual,Melanoma of the skin,2004,Females,30-34,217,28.5
Actual,Melanoma of the skin,2004,Females,35-39,236,32.3
Actual,Melanoma of the skin,2004,Females,40-44,312,40.5
Actual,Melanoma of the skin,2004,Females,45-49,417,58.1
Actual,Melanoma of the skin,2004,Females,50-54,422,64.2
Actual,Melanoma of the skin,2004,Females,55-59,459,77.9
Actual,Melanoma of the skin,2004,Females,60-64,401,90.1
Actual,Melanoma of the skin,2004,Females,65-69,366,98.5
Actual,Melanoma of the skin,2004,Females,70-74,319,98.8
Actual,Melanoma of the skin,2004,Females,75-79,354,119.4
Actual,Melanoma of the skin,2004,Females,80-84,254,111.7
Actual,Melanoma of the skin,2004,Females,85-89,168,133.8
Actual,Melanoma of the skin,2004,Females,90+,83,117.0
Actual,Melanoma of the skin,2004,Females,All ages combined,"4,275",42.6
Actual,Melanoma of the skin,2005,Females,00-04,0,0.0
Actual,Melanoma of the skin,2005,Females,05-09,1,0.2
Actual,Melanoma of the skin,2005,Females,10-14,4,0.6
Actual,Melanoma of the skin,2005,Females,15-19,28,4.2
Actual,Melanoma of the skin,2005,Females,20-24,78,11.2
Actual,Melanoma of the skin,2005,Females,25-29,168,25.0
Actual,Melanoma of the skin,2005,Females,30-34,239,31.6
Actual,Melanoma of the skin,2005,Females,35-39,256,34.7
Actual,Melanoma of the skin,2005,Females,40-44,372,48.3
Actual,Melanoma of the skin,2005,Females,45-49,426,58.2
Actual,Melanoma of the skin,2005,Females,50-54,443,66.5
Actual,Melanoma of the skin,2005,Females,55-59,467,76.5
Actual,Melanoma of the skin,2005,Females,60-64,439,94.3
Actual,Melanoma of the skin,2005,Females,65-69,431,112.8
Actual,Melanoma of the skin,2005,Females,70-74,363,112.7
Actual,Melanoma of the skin,2005,Females,75-79,371,125.1
Actual,Melanoma of the skin,2005,Females,80-84,325,139.1
Actual,Melanoma of the skin,2005,Females,85-89,166,127.2
Actual,Melanoma of the skin,2005,Females,90+,111,147.7
Actual,Melanoma of the skin,2005,Females,All ages combined,"4,688",46.2
Actual,Melanoma of the skin,2006,Females,00-04,0,0.0
Actual,Melanoma of the skin,2006,Females,05-09,0,0.0
Actual,Melanoma of the skin,2006,Females,10-14,3,0.4
Actual,Melanoma of the skin,2006,Females,15-19,27,4.0
Actual,Melanoma of the skin,2006,Females,20-24,79,11.1
Actual,Melanoma of the skin,2006,Females,25-29,141,20.6
Actual,Melanoma of the skin,2006,Females,30-34,210,28.4
Actual,Melanoma of the skin,2006,Females,35-39,247,32.5
Actual,Melanoma of the skin,2006,Females,40-44,303,39.7
Actual,Melanoma of the skin,2006,Females,45-49,373,50.0
Actual,Melanoma of the skin,2006,Females,50-54,392,57.8
Actual,Melanoma of the skin,2006,Females,55-59,448,71.2
Actual,Melanoma of the skin,2006,Females,60-64,369,75.6
Actual,Melanoma of the skin,2006,Females,65-69,380,97.2
Actual,Melanoma of the skin,2006,Females,70-74,349,107.8
Actual,Melanoma of the skin,2006,Females,75-79,401,135.2
Actual,Melanoma of the skin,2006,Females,80-84,297,125.3
Actual,Melanoma of the skin,2006,Females,85-89,184,133.8
Actual,Melanoma of the skin,2006,Females,90+,122,156.6
Actual,Melanoma of the skin,2006,Females,All ages combined,"4,325",42.0
Actual,Melanoma of the skin,2007,Females,00-04,0,0.0
Actual,Melanoma of the skin,2007,Females,05-09,1,0.2
Actual,Melanoma of the skin,2007,Females,10-14,4,0.6
Actual,Melanoma of the skin,2007,Females,15-19,20,2.9
Actual,Melanoma of the skin,2007,Females,20-24,83,11.4
Actual,Melanoma of the skin,2007,Females,25-29,117,16.5
Actual,Melanoma of the skin,2007,Females,30-34,182,24.9
Actual,Melanoma of the skin,2007,Females,35-39,289,36.9
Actual,Melanoma of the skin,2007,Females,40-44,330,43.6
Actual,Melanoma of the skin,2007,Females,45-49,418,54.8
Actual,Melanoma of the skin,2007,Females,50-54,403,58.3
Actual,Melanoma of the skin,2007,Females,55-59,449,71.4
Actual,Melanoma of the skin,2007,Females,60-64,426,80.9
Actual,Melanoma of the skin,2007,Females,65-69,363,90.0
Actual,Melanoma of the skin,2007,Females,70-74,343,103.3
Actual,Melanoma of the skin,2007,Females,75-79,361,121.8
Actual,Melanoma of the skin,2007,Females,80-84,326,135.5
Actual,Melanoma of the skin,2007,Females,85-89,185,127.2
Actual,Melanoma of the skin,2007,Females,90+,100,123.9
Actual,Melanoma of the skin,2007,Females,All ages combined,"4,400",42.0
Actual,Melanoma of the skin,2008,Females,00-04,0,0.0
Actual,Melanoma of the skin,2008,Females,05-09,1,0.2
Actual,Melanoma of the skin,2008,Females,10-14,2,0.3
Actual,Melanoma of the skin,2008,Females,15-19,20,2.8
Actual,Melanoma of the skin,2008,Females,20-24,80,10.8
Actual,Melanoma of the skin,2008,Females,25-29,122,16.5
Actual,Melanoma of the skin,2008,Females,30-34,187,25.6
Actual,Melanoma of the skin,2008,Females,35-39,279,34.8
Actual,Melanoma of the skin,2008,Females,40-44,316,41.9
Actual,Melanoma of the skin,2008,Females,45-49,404,52.1
Actual,Melanoma of the skin,2008,Females,50-54,459,65.2
Actual,Melanoma of the skin,2008,Females,55-59,499,78.3
Actual,Melanoma of the skin,2008,Females,60-64,489,87.7
Actual,Melanoma of the skin,2008,Females,65-69,402,96.6
Actual,Melanoma of the skin,2008,Females,70-74,373,109.6
Actual,Melanoma of the skin,2008,Females,75-79,345,116.8
Actual,Melanoma of the skin,2008,Females,80-84,326,133.3
Actual,Melanoma of the skin,2008,Females,85-89,192,125.5
Actual,Melanoma of the skin,2008,Females,90+,110,133.9
Actual,Melanoma of the skin,2008,Females,All ages combined,"4,606",43.1
Actual,Melanoma of the skin,2009,Females,00-04,0,0.0
Actual,Melanoma of the skin,2009,Females,05-09,1,0.2
Actual,Melanoma of the skin,2009,Females,10-14,3,0.4
Actual,Melanoma of the skin,2009,Females,15-19,28,3.9
Actual,Melanoma of the skin,2009,Females,20-24,76,9.9
Actual,Melanoma of the skin,2009,Females,25-29,124,16.0
Actual,Melanoma of the skin,2009,Females,30-34,176,23.8
Actual,Melanoma of the skin,2009,Females,35-39,257,31.8
Actual,Melanoma of the skin,2009,Females,40-44,316,41.5
Actual,Melanoma of the skin,2009,Females,45-49,414,52.8
Actual,Melanoma of the skin,2009,Females,50-54,419,58.1
Actual,Melanoma of the skin,2009,Females,55-59,473,73.0
Actual,Melanoma of the skin,2009,Females,60-64,512,88.6
Actual,Melanoma of the skin,2009,Females,65-69,410,94.1
Actual,Melanoma of the skin,2009,Females,70-74,405,115.5
Actual,Melanoma of the skin,2009,Females,75-79,402,136.3
Actual,Melanoma of the skin,2009,Females,80-84,346,139.7
Actual,Melanoma of the skin,2009,Females,85-89,230,143.1
Actual,Melanoma of the skin,2009,Females,90+,116,138.9
Actual,Melanoma of the skin,2009,Females,All ages combined,"4,708",43.2
Actual,Melanoma of the skin,2010,Females,00-04,1,0.1
Actual,Melanoma of the skin,2010,Females,05-09,2,0.3
Actual,Melanoma of the skin,2010,Females,10-14,3,0.4
Actual,Melanoma of the skin,2010,Females,15-19,13,1.8
Actual,Melanoma of the skin,2010,Females,20-24,60,7.7
Actual,Melanoma of the skin,2010,Females,25-29,143,17.9
Actual,Melanoma of the skin,2010,Females,30-34,170,22.7
Actual,Melanoma of the skin,2010,Females,35-39,235,29.1
Actual,Melanoma of the skin,2010,Females,40-44,315,40.7
Actual,Melanoma of the skin,2010,Females,45-49,378,48.2
Actual,Melanoma of the skin,2010,Females,50-54,438,59.4
Actual,Melanoma of the skin,2010,Females,55-59,461,69.9
Actual,Melanoma of the skin,2010,Females,60-64,522,87.4
Actual,Melanoma of the skin,2010,Females,65-69,505,110.5
Actual,Melanoma of the skin,2010,Females,70-74,376,104.2
Actual,Melanoma of the skin,2010,Females,75-79,365,123.3
Actual,Melanoma of the skin,2010,Females,80-84,338,134.8
Actual,Melanoma of the skin,2010,Females,85-89,260,155.7
Actual,Melanoma of the skin,2010,Females,90+,118,134.0
Actual,Melanoma of the skin,2010,Females,All ages combined,"4,703",42.5
Actual,Melanoma of the skin,2011,Females,00-04,0,0.0
Actual,Melanoma of the skin,2011,Females,05-09,2,0.3
Actual,Melanoma of the skin,2011,Females,10-14,2,0.3
Actual,Melanoma of the skin,2011,Females,15-19,20,2.8
Actual,Melanoma of the skin,2011,Females,20-24,59,7.5
Actual,Melanoma of the skin,2011,Females,25-29,115,14.1
Actual,Melanoma of the skin,2011,Females,30-34,139,18.1
Actual,Melanoma of the skin,2011,Females,35-39,273,34.5
Actual,Melanoma of the skin,2011,Females,40-44,312,39.0
Actual,Melanoma of the skin,2011,Females,45-49,394,50.7
Actual,Melanoma of the skin,2011,Females,50-54,422,55.9
Actual,Melanoma of the skin,2011,Females,55-59,461,68.4
Actual,Melanoma of the skin,2011,Females,60-64,541,88.0
Actual,Melanoma of the skin,2011,Females,65-69,536,111.7
Actual,Melanoma of the skin,2011,Females,70-74,472,127.4
Actual,Melanoma of the skin,2011,Females,75-79,341,113.7
Actual,Melanoma of the skin,2011,Females,80-84,371,146.4
Actual,Melanoma of the skin,2011,Females,85-89,244,142.4
Actual,Melanoma of the skin,2011,Females,90+,133,142.7
Actual,Melanoma of the skin,2011,Females,All ages combined,"4,837",43.1
Actual,Melanoma of the skin,2012,Females,00-04,0,0.0
Actual,Melanoma of the skin,2012,Females,05-09,0,0.0
Actual,Melanoma of the skin,2012,Females,10-14,2,0.3
Actual,Melanoma of the skin,2012,Females,15-19,19,2.7
Actual,Melanoma of the skin,2012,Females,20-24,63,7.9
Actual,Melanoma of the skin,2012,Females,25-29,131,15.6
Actual,Melanoma of the skin,2012,Females,30-34,183,23.1
Actual,Melanoma of the skin,2012,Females,35-39,248,31.8
Actual,Melanoma of the skin,2012,Females,40-44,345,41.8
Actual,Melanoma of the skin,2012,Females,45-49,393,50.8
Actual,Melanoma of the skin,2012,Females,50-54,472,61.3
Actual,Melanoma of the skin,2012,Females,55-59,493,71.5
Actual,Melanoma of the skin,2012,Females,60-64,549,89.0
Actual,Melanoma of the skin,2012,Females,65-69,559,108.7
Actual,Melanoma of the skin,2012,Females,70-74,431,112.1
Actual,Melanoma of the skin,2012,Females,75-79,392,128.5
Actual,Melanoma of the skin,2012,Females,80-84,345,136.6
Actual,Melanoma of the skin,2012,Females,85-89,287,164.5
Actual,Melanoma of the skin,2012,Females,90+,169,170.7
Actual,Melanoma of the skin,2012,Females,All ages combined,"5,081",44.5
Actual,Melanoma of the skin,2013,Females,00-04,1,0.1
Actual,Melanoma of the skin,2013,Females,05-09,1,0.1
Actual,Melanoma of the skin,2013,Females,10-14,4,0.6
Actual,Melanoma of the skin,2013,Females,15-19,22,3.1
Actual,Melanoma of the skin,2013,Females,20-24,60,7.4
Actual,Melanoma of the skin,2013,Females,25-29,136,15.9
Actual,Melanoma of the skin,2013,Females,30-34,188,22.9
Actual,Melanoma of the skin,2013,Females,35-39,250,32.2
Actual,Melanoma of the skin,2013,Females,40-44,362,43.1
Actual,Melanoma of the skin,2013,Females,45-49,398,51.4
Actual,Melanoma of the skin,2013,Females,50-54,511,65.3
Actual,Melanoma of the skin,2013,Females,55-59,511,72.5
Actual,Melanoma of the skin,2013,Females,60-64,520,82.8
Actual,Melanoma of the skin,2013,Females,65-69,601,110.7
Actual,Melanoma of the skin,2013,Females,70-74,471,118.4
Actual,Melanoma of the skin,2013,Females,75-79,436,139.8
Actual,Melanoma of the skin,2013,Females,80-84,395,157.1
Actual,Melanoma of the skin,2013,Females,85-89,294,165.5
Actual,Melanoma of the skin,2013,Females,90+,178,170.1
Actual,Melanoma of the skin,2013,Females,All ages combined,"5,339",45.9
Actual,Melanoma of the skin,2014,Females,00-04,1,0.1
Actual,Melanoma of the skin,2014,Females,05-09,0,0.0
Actual,Melanoma of the skin,2014,Females,10-14,1,0.1
Actual,Melanoma of the skin,2014,Females,15-19,19,2.7
Actual,Melanoma of the skin,2014,Females,20-24,62,7.6
Actual,Melanoma of the skin,2014,Females,25-29,117,13.4
Actual,Melanoma of the skin,2014,Females,30-34,184,21.6
Actual,Melanoma of the skin,2014,Females,35-39,220,28.3
Actual,Melanoma of the skin,2014,Females,40-44,380,45.2
Actual,Melanoma of the skin,2014,Females,45-49,437,56.0
Actual,Melanoma of the skin,2014,Females,50-54,534,67.6
Actual,Melanoma of the skin,2014,Females,55-59,499,69.3
Actual,Melanoma of the skin,2014,Females,60-64,558,87.0
Actual,Melanoma of the skin,2014,Females,65-69,659,117.1
Actual,Melanoma of the skin,2014,Females,70-74,521,125.3
Actual,Melanoma of the skin,2014,Females,75-79,455,141.3
Actual,Melanoma of the skin,2014,Females,80-84,374,149.2
Actual,Melanoma of the skin,2014,Females,85-89,278,154.6
Actual,Melanoma of the skin,2014,Females,90+,184,166.5
Actual,Melanoma of the skin,2014,Females,All ages combined,"5,483",46.4
Actual,Melanoma of the skin,2015,Females,00-04,0,0.0
Actual,Melanoma of the skin,2015,Females,05-09,1,0.1
Actual,Melanoma of the skin,2015,Females,10-14,1,0.1
Actual,Melanoma of the skin,2015,Females,15-19,14,2.0
Actual,Melanoma of the skin,2015,Females,20-24,57,7.0
Actual,Melanoma of the skin,2015,Females,25-29,145,16.3
Actual,Melanoma of the skin,2015,Females,30-34,194,22.1
Actual,Melanoma of the skin,2015,Females,35-39,231,29.3
Actual,Melanoma of the skin,2015,Females,40-44,359,42.9
Actual,Melanoma of the skin,2015,Females,45-49,420,52.9
Actual,Melanoma of the skin,2015,Females,50-54,524,66.3
Actual,Melanoma of the skin,2015,Females,55-59,529,71.9
Actual,Melanoma of the skin,2015,Females,60-64,605,92.5
Actual,Melanoma of the skin,2015,Females,65-69,703,120.6
Actual,Melanoma of the skin,2015,Females,70-74,546,125.8
Actual,Melanoma of the skin,2015,Females,75-79,516,155.2
Actual,Melanoma of the skin,2015,Females,80-84,385,153.8
Actual,Melanoma of the skin,2015,Females,85-89,314,173.0
Actual,Melanoma of the skin,2015,Females,90+,170,147.1
Actual,Melanoma of the skin,2015,Females,All ages combined,"5,714",47.7
Actual,Melanoma of the skin,2016,Females,00-04,2,0.3
Actual,Melanoma of the skin,2016,Females,05-09,0,0.0
Actual,Melanoma of the skin,2016,Females,10-14,1,0.1
Actual,Melanoma of the skin,2016,Females,15-19,22,3.1
Actual,Melanoma of the skin,2016,Females,20-24,59,7.1
Actual,Melanoma of the skin,2016,Females,25-29,151,16.7
Actual,Melanoma of the skin,2016,Females,30-34,213,23.6
Actual,Melanoma of the skin,2016,Females,35-39,279,34.6
Actual,Melanoma of the skin,2016,Females,40-44,340,41.5
Actual,Melanoma of the skin,2016,Females,45-49,451,55.0
Actual,Melanoma of the skin,2016,Females,50-54,501,63.8
Actual,Melanoma of the skin,2016,Females,55-59,554,73.7
Actual,Melanoma of the skin,2016,Females,60-64,643,96.4
Actual,Melanoma of the skin,2016,Females,65-69,766,126.8
Actual,Melanoma of the skin,2016,Females,70-74,621,137.0
Actual,Melanoma of the skin,2016,Females,75-79,512,149.3
Actual,Melanoma of the skin,2016,Females,80-84,375,148.5
Actual,Melanoma of the skin,2016,Females,85-89,348,190.2
Actual,Melanoma of the skin,2016,Females,90+,196,162.7
Actual,Melanoma of the skin,2016,Females,All ages combined,"6,034",49.5
Actual,Melanoma of the skin,2017,Females,00-04,0,0.0
Actual,Melanoma of the skin,2017,Females,05-09,0,0.0
Actual,Melanoma of the skin,2017,Females,10-14,3,0.4
Actual,Melanoma of the skin,2017,Females,15-19,19,2.6
Actual,Melanoma of the skin,2017,Females,20-24,57,6.8
Actual,Melanoma of the skin,2017,Females,25-29,108,11.7
Actual,Melanoma of the skin,2017,Females,30-34,213,23.1
Actual,Melanoma of the skin,2017,Females,35-39,250,30.0
Actual,Melanoma of the skin,2017,Females,40-44,342,42.4
Actual,Melanoma of the skin,2017,Females,45-49,483,57.5
Actual,Melanoma of the skin,2017,Females,50-54,500,64.0
Actual,Melanoma of the skin,2017,Females,55-59,600,78.1
Actual,Melanoma of the skin,2017,Females,60-64,654,95.7
Actual,Melanoma of the skin,2017,Females,65-69,728,119.6
Actual,Melanoma of the skin,2017,Females,70-74,740,151.7
Actual,Melanoma of the skin,2017,Females,75-79,523,147.5
Actual,Melanoma of the skin,2017,Females,80-84,396,153.1
Actual,Melanoma of the skin,2017,Females,85-89,315,172.6
Actual,Melanoma of the skin,2017,Females,90+,198,159.6
Actual,Melanoma of the skin,2017,Females,All ages combined,"6,129",49.5
Actual,Melanoma of the skin,2018,Females,00-04,0,0.0
Actual,Melanoma of the skin,2018,Females,05-09,0,0.0
Actual,Melanoma of the skin,2018,Females,10-14,3,0.4
Actual,Melanoma of the skin,2018,Females,15-19,18,2.5
Actual,Melanoma of the skin,2018,Females,20-24,61,7.2
Actual,Melanoma of the skin,2018,Females,25-29,120,12.9
Actual,Melanoma of the skin,2018,Females,30-34,219,23.4
Actual,Melanoma of the skin,2018,Females,35-39,278,32.1
Actual,Melanoma of the skin,2018,Females,40-44,361,45.0
Actual,Melanoma of the skin,2018,Females,45-49,454,53.3
Actual,Melanoma of the skin,2018,Females,50-54,518,66.6
Actual,Melanoma of the skin,2018,Females,55-59,605,77.5
Actual,Melanoma of the skin,2018,Females,60-64,713,102.1
Actual,Melanoma of the skin,2018,Females,65-69,739,119.2
Actual,Melanoma of the skin,2018,Females,70-74,709,136.7
Actual,Melanoma of the skin,2018,Females,75-79,569,156.1
Actual,Melanoma of the skin,2018,Females,80-84,404,151.7
Actual,Melanoma of the skin,2018,Females,85-89,331,181.4
Actual,Melanoma of the skin,2018,Females,90+,213,167.4
Actual,Melanoma of the skin,2018,Females,All ages combined,"6,315",50.2
Actual,Melanoma of the skin,2019,Females,00-04,0,0.0
Actual,Melanoma of the skin,2019,Females,05-09,1,0.1
Actual,Melanoma of the skin,2019,Females,10-14,2,0.3
Actual,Melanoma of the skin,2019,Females,15-19,17,2.3
Actual,Melanoma of the skin,2019,Females,20-24,64,7.6
Actual,Melanoma of the skin,2019,Females,25-29,117,12.4
Actual,Melanoma of the skin,2019,Females,30-34,218,22.9
Actual,Melanoma of the skin,2019,Females,35-39,267,29.7
Actual,Melanoma of the skin,2019,Females,40-44,348,43.2
Actual,Melanoma of the skin,2019,Females,45-49,447,52.4
Actual,Melanoma of the skin,2019,Females,50-54,497,63.5
Actual,Melanoma of the skin,2019,Females,55-59,643,81.2
Actual,Melanoma of the skin,2019,Females,60-64,696,97.2
Actual,Melanoma of the skin,2019,Females,65-69,765,120.7
Actual,Melanoma of the skin,2019,Females,70-74,760,140.0
Actual,Melanoma of the skin,2019,Females,75-79,636,167.4
Actual,Melanoma of the skin,2019,Females,80-84,467,169.2
Actual,Melanoma of the skin,2019,Females,85-89,333,182.1
Actual,Melanoma of the skin,2019,Females,90+,213,163.2
Actual,Melanoma of the skin,2019,Females,All ages combined,"6,491",50.9
Actual,Melanoma of the skin,2020,Females,00-04,0,0.0
Actual,Melanoma of the skin,2020,Females,05-09,1,0.1
Actual,Melanoma of the skin,2020,Females,10-14,3,0.4
Actual,Melanoma of the skin,2020,Females,15-19,19,2.6
Actual,Melanoma of the skin,2020,Females,20-24,47,5.7
Actual,Melanoma of the skin,2020,Females,25-29,128,13.7
Actual,Melanoma of the skin,2020,Females,30-34,174,18.1
Actual,Melanoma of the skin,2020,Females,35-39,240,25.9
Actual,Melanoma of the skin,2020,Females,40-44,345,42.1
Actual,Melanoma of the skin,2020,Females,45-49,449,52.7
Actual,Melanoma of the skin,2020,Females,50-54,492,61.7
Actual,Melanoma of the skin,2020,Females,55-59,563,70.5
Actual,Melanoma of the skin,2020,Females,60-64,636,85.8
Actual,Melanoma of the skin,2020,Females,65-69,754,115.5
Actual,Melanoma of the skin,2020,Females,70-74,802,140.6
Actual,Melanoma of the skin,2020,Females,75-79,537,134.4
Actual,Melanoma of the skin,2020,Females,80-84,436,152.0
Actual,Melanoma of the skin,2020,Females,85-89,284,154.2
Actual,Melanoma of the skin,2020,Females,90+,225,167.6
Actual,Melanoma of the skin,2020,Females,All ages combined,"6,135",47.5
