Data type,Cancer group/site,Year,Sex,Age group (years),Count,"Age-specific rate
(per 100,000)"
Actual,Melanoma of the skin,2013,Males,80-84,178,91.7
Actual,Melanoma of the skin,2013,Males,85-89,115,104.1
Actual,Melanoma of the skin,2013,Males,90+,57,126.6
Actual,Melanoma of the skin,2013,Males,All ages combined,"1,122",9.8
Actual,Melanoma of the skin,2014,Males,00-04,0,0.0
Actual,Melanoma of the skin,2014,Males,05-09,0,0.0
Actual,Melanoma of the skin,2014,Males,10-14,0,0.0
Actual,Melanoma of the skin,2014,Males,15-19,0,0.0
Actual,Melanoma of the skin,2014,Males,20-24,2,0.2
Actual,Melanoma of the skin,2014,Males,25-29,5,0.6
Actual,Melanoma of the skin,2014,Males,30-34,6,0.7
Actual,Melanoma of the skin,2014,Males,35-39,13,1.7
Actual,Melanoma of the skin,2014,Males,40-44,20,2.4
Actual,Melanoma of the skin,2014,Males,45-49,23,3.0
Actual,Melanoma of the skin,2014,Males,50-54,52,6.7
Actual,Melanoma of the skin,2014,Males,55-59,70,10.0
Actual,Melanoma of the skin,2014,Males,60-64,105,16.9
Actual,Melanoma of the skin,2014,Males,65-69,103,18.5
Actual,Melanoma of the skin,2014,Males,70-74,118,29.6
Actual,Melanoma of the skin,2014,Males,75-79,156,54.4
Actual,Melanoma of the skin,2014,Males,80-84,156,79.5
Actual,Melanoma of the skin,2014,Males,85-89,108,93.9
Actual,Melanoma of the skin,2014,Males,90+,46,94.1
Actual,Melanoma of the skin,2014,Males,All ages combined,983,8.4
Actual,Melanoma of the skin,2015,Males,00-04,0,0.0
Actual,Melanoma of the skin,2015,Males,05-09,0,0.0
Actual,Melanoma of the skin,2015,Males,10-14,0,0.0
Actual,Melanoma of the skin,2015,Males,15-19,0,0.0
Actual,Melanoma of the skin,2015,Males,20-24,1,0.1
Actual,Melanoma of the skin,2015,Males,25-29,5,0.6
Actual,Melanoma of the skin,2015,Males,30-34,5,0.6
Actual,Melanoma of the skin,2015,Males,35-39,18,2.3
Actual,Melanoma of the skin,2015,Males,40-44,24,2.9
Actual,Melanoma of the skin,2015,Males,45-49,28,3.6
Actual,Melanoma of the skin,2015,Males,50-54,52,6.8
Actual,Melanoma of the skin,2015,Males,55-59,64,9.0
Actual,Melanoma of the skin,2015,Males,60-64,92,14.6
Actual,Melanoma of the skin,2015,Males,65-69,105,18.3
Actual,Melanoma of the skin,2015,Males,70-74,124,29.8
Actual,Melanoma of the skin,2015,Males,75-79,122,40.9
Actual,Melanoma of the skin,2015,Males,80-84,151,76.3
Actual,Melanoma of the skin,2015,Males,85-89,126,105.6
Actual,Melanoma of the skin,2015,Males,90+,79,150.3
Actual,Melanoma of the skin,2015,Males,All ages combined,996,8.4
Actual,Melanoma of the skin,2016,Males,00-04,0,0.0
Actual,Melanoma of the skin,2016,Males,05-09,0,0.0
Actual,Melanoma of the skin,2016,Males,10-14,0,0.0
Actual,Melanoma of the skin,2016,Males,15-19,1,0.1
Actual,Melanoma of the skin,2016,Males,20-24,1,0.1
Actual,Melanoma of the skin,2016,Males,25-29,2,0.2
Actual,Melanoma of the skin,2016,Males,30-34,8,0.9
Actual,Melanoma of the skin,2016,Males,35-39,15,1.9
Actual,Melanoma of the skin,2016,Males,40-44,20,2.5
Actual,Melanoma of the skin,2016,Males,45-49,24,3.1
Actual,Melanoma of the skin,2016,Males,50-54,34,4.5
Actual,Melanoma of the skin,2016,Males,55-59,54,7.5
Actual,Melanoma of the skin,2016,Males,60-64,61,9.6
Actual,Melanoma of the skin,2016,Males,65-69,129,21.9
Actual,Melanoma of the skin,2016,Males,70-74,104,23.8
Actual,Melanoma of the skin,2016,Males,75-79,116,37.6
Actual,Melanoma of the skin,2016,Males,80-84,119,58.8
Actual,Melanoma of the skin,2016,Males,85-89,116,94.7
Actual,Melanoma of the skin,2016,Males,90+,56,98.6
Actual,Melanoma of the skin,2016,Males,All ages combined,860,7.2
Actual,Melanoma of the skin,2017,Males,00-04,0,0.0
Actual,Melanoma of the skin,2017,Males,05-09,0,0.0
Actual,Melanoma of the skin,2017,Males,10-14,0,0.0
Actual,Melanoma of the skin,2017,Males,15-19,1,0.1
Actual,Melanoma of the skin,2017,Males,20-24,2,0.2
Actual,Melanoma of the skin,2017,Males,25-29,1,0.1
Actual,Melanoma of the skin,2017,Males,30-34,5,0.5
Actual,Melanoma of the skin,2017,Males,35-39,7,0.8
Actual,Melanoma of the skin,2017,Males,40-44,9,1.1
Actual,Melanoma of the skin,2017,Males,45-49,28,3.5
Actual,Melanoma of the skin,2017,Males,50-54,27,3.6
Actual,Melanoma of the skin,2017,Males,55-59,59,8.0
Actual,Melanoma of the skin,2017,Males,60-64,87,13.4
Actual,Melanoma of the skin,2017,Males,65-69,115,19.6
Actual,Melanoma of the skin,2017,Males,70-74,107,22.8
Actual,Melanoma of the skin,2017,Males,75-79,117,36.4
Actual,Melanoma of the skin,2017,Males,80-84,136,64.8
Actual,Melanoma of the skin,2017,Males,85-89,123,98.7
Actual,Melanoma of the skin,2017,Males,90+,81,135.8
Actual,Melanoma of the skin,2017,Males,All ages combined,905,7.4
Actual,Melanoma of the skin,2018,Males,00-04,0,0.0
Actual,Melanoma of the skin,2018,Males,05-09,0,0.0
Actual,Melanoma of the skin,2018,Males,10-14,0,0.0
Actual,Melanoma of the skin,2018,Males,15-19,0,0.0
Actual,Melanoma of the skin,2018,Males,20-24,0,0.0
Actual,Melanoma of the skin,2018,Males,25-29,4,0.4
Actual,Melanoma of the skin,2018,Males,30-34,6,0.7
Actual,Melanoma of the skin,2018,Males,35-39,12,1.4
Actual,Melanoma of the skin,2018,Males,40-44,12,1.5
Actual,Melanoma of the skin,2018,Males,45-49,28,3.4
Actual,Melanoma of the skin,2018,Males,50-54,34,4.5
Actual,Melanoma of the skin,2018,Males,55-59,54,7.2
Actual,Melanoma of the skin,2018,Males,60-64,81,12.2
Actual,Melanoma of the skin,2018,Males,65-69,105,17.8
Actual,Melanoma of the skin,2018,Males,70-74,133,26.6
Actual,Melanoma of the skin,2018,Males,75-79,148,44.5
Actual,Melanoma of the skin,2018,Males,80-84,137,62.8
Actual,Melanoma of the skin,2018,Males,85-89,111,88.0
Actual,Melanoma of the skin,2018,Males,90+,90,143.2
Actual,Melanoma of the skin,2018,Males,All ages combined,955,7.7
Actual,Melanoma of the skin,2019,Males,00-04,0,0.0
Actual,Melanoma of the skin,2019,Males,05-09,0,0.0
Actual,Melanoma of the skin,2019,Males,10-14,0,0.0
Actual,Melanoma of the skin,2019,Males,15-19,0,0.0
Actual,Melanoma of the skin,2019,Males,20-24,0,0.0
Actual,Melanoma of the skin,2019,Males,25-29,3,0.3
Actual,Melanoma of the skin,2019,Males,30-34,5,0.5
Actual,Melanoma of the skin,2019,Males,35-39,5,0.6
Actual,Melanoma of the skin,2019,Males,40-44,13,1.6
Actual,Melanoma of the skin,2019,Males,45-49,32,3.9
Actual,Melanoma of the skin,2019,Males,50-54,36,4.8
Actual,Melanoma of the skin,2019,Males,55-59,53,7.0
Actual,Melanoma of the skin,2019,Males,60-64,73,10.8
Actual,Melanoma of the skin,2019,Males,65-69,97,16.3
Actual,Melanoma of the skin,2019,Males,70-74,142,27.4
Actual,Melanoma of the skin,2019,Males,75-79,149,42.6
Actual,Melanoma of the skin,2019,Males,80-84,136,59.7
Actual,Melanoma of the skin,2019,Males,85-89,108,84.1
Actual,Melanoma of the skin,2019,Males,90+,95,144.2
Actual,Melanoma of the skin,2019,Males,All ages combined,947,7.5
Actual,Melanoma of the skin,2020,Males,00-04,0,0.0
Actual,Melanoma of the skin,2020,Males,05-09,0,0.0
Actual,Melanoma of the skin,2020,Males,10-14,0,0.0
Actual,Melanoma of the skin,2020,Males,15-19,0,0.0
Actual,Melanoma of the skin,2020,Males,20-24,1,0.1
Actual,Melanoma of the skin,2020,Males,25-29,0,0.0
Actual,Melanoma of the skin,2020,Males,30-34,5,0.5
Actual,Melanoma of the skin,2020,Males,35-39,10,1.1
Actual,Melanoma of the skin,2020,Males,40-44,14,1.7
Actual,Melanoma of the skin,2020,Males,45-49,16,1.9
Actual,Melanoma of the skin,2020,Males,50-54,35,4.5
Actual,Melanoma of the skin,2020,Males,55-59,35,4.6
Actual,Melanoma of the skin,2020,Males,60-64,73,10.5
Actual,Melanoma of the skin,2020,Males,65-69,108,17.7
Actual,Melanoma of the skin,2020,Males,70-74,117,21.6
Actual,Melanoma of the skin,2020,Males,75-79,151,41.0
Actual,Melanoma of the skin,2020,Males,80-84,140,58.3
Actual,Melanoma of the skin,2020,Males,85-89,145,110.7
Actual,Melanoma of the skin,2020,Males,90+,106,152.0
Actual,Melanoma of the skin,2020,Males,All ages combined,956,7.5
Actual,Melanoma of the skin,2021,Males,00-04,0,0.0
Actual,Melanoma of the skin,2021,Males,05-09,0,0.0
Actual,Melanoma of the skin,2021,Males,10-14,0,0.0
Actual,Melanoma of the skin,2021,Males,15-19,0,0.0
Actual,Melanoma of the skin,2021,Males,20-24,1,0.1
Actual,Melanoma of the skin,2021,Males,25-29,2,0.2
Actual,Melanoma of the skin,2021,Males,30-34,3,0.3
Actual,Melanoma of the skin,2021,Males,35-39,9,1.0
Actual,Melanoma of the skin,2021,Males,40-44,11,1.3
Actual,Melanoma of the skin,2021,Males,45-49,20,2.4
Actual,Melanoma of the skin,2021,Males,50-54,31,3.9
Actual,Melanoma of the skin,2021,Males,55-59,52,6.8
Actual,Melanoma of the skin,2021,Males,60-64,62,8.7
Actual,Melanoma of the skin,2021,Males,65-69,94,15.2
Actual,Melanoma of the skin,2021,Males,70-74,139,25.1
Actual,Melanoma of the skin,2021,Males,75-79,165,42.5
Actual,Melanoma of the skin,2021,Males,80-84,157,62.8
Actual,Melanoma of the skin,2021,Males,85-89,113,83.2
Actual,Melanoma of the skin,2021,Males,90+,101,138.2
Actual,Melanoma of the skin,2021,Males,All ages combined,960,7.5
Actual,Melanoma of the skin,2022,Males,00-04,0,0.0
Actual,Melanoma of the skin,2022,Males,05-09,0,0.0
Actual,Melanoma of the skin,2022,Males,10-14,1,0.1
Actual,Melanoma of the skin,2022,Males,15-19,0,0.0
Actual,Melanoma of the skin,2022,Males,20-24,0,0.0
Actual,Melanoma of the skin,2022,Males,25-29,0,0.0
Actual,Melanoma of the skin,2022,Males,30-34,2,0.2
Actual,Melanoma of the skin,2022,Males,35-39,8,0.9
Actual,Melanoma of the skin,2022,Males,40-44,6,0.7
Actual,Melanoma of the skin,2022,Males,45-49,10,1.2
Actual,Melanoma of the skin,2022,Males,50-54,38,4.7
Actual,Melanoma of the skin,2022,Males,55-59,42,5.6
Actual,Melanoma of the skin,2022,Males,60-64,72,9.9
Actual,Melanoma of the skin,2022,Males,65-69,92,14.7
Actual,Melanoma of the skin,2022,Males,70-74,119,21.6
Actual,Melanoma of the skin,2022,Males,75-79,182,43.5
Actual,Melanoma of the skin,2022,Males,80-84,189,72.6
Actual,Melanoma of the skin,2022,Males,85-89,131,92.7
Actual,Melanoma of the skin,2022,Males,90+,90,120.7
Actual,Melanoma of the skin,2022,Males,All ages combined,982,7.6
Projections,Melanoma of the skin,2023,Males,00-04,0,0.0
Projections,Melanoma of the skin,2023,Males,05-09,0,0.0
Projections,Melanoma of the skin,2023,Males,10-14,0,0.0
Projections,Melanoma of the skin,2023,Males,15-19,0,0.0
Projections,Melanoma of the skin,2023,Males,20-24,0,0.0
Projections,Melanoma of the skin,2023,Males,25-29,0,0.0
Projections,Melanoma of the skin,2023,Males,30-34,3,0.3
Projections,Melanoma of the skin,2023,Males,35-39,6,0.6
Projections,Melanoma of the skin,2023,Males,40-44,5,0.6
Projections,Melanoma of the skin,2023,Males,45-49,14,1.8
Projections,Melanoma of the skin,2023,Males,50-54,26,3.1
Projections,Melanoma of the skin,2023,Males,55-59,34,4.5
Projections,Melanoma of the skin,2023,Males,60-64,54,7.3
Projections,Melanoma of the skin,2023,Males,65-69,85,13.3
Projections,Melanoma of the skin,2023,Males,70-74,113,20.4
Projections,Melanoma of the skin,2023,Males,75-79,173,38.8
Projections,Melanoma of the skin,2023,Males,80-84,151,56.1
Projections,Melanoma of the skin,2023,Males,85-89,131,88.8
Projections,Melanoma of the skin,2023,Males,90+,110,144.3
Projections,Melanoma of the skin,2023,Males,All ages combined,905,6.8
Projections,Melanoma of the skin,2024,Males,00-04,0,0.0
Projections,Melanoma of the skin,2024,Males,05-09,0,0.0
Projections,Melanoma of the skin,2024,Males,10-14,0,0.0
Projections,Melanoma of the skin,2024,Males,15-19,0,0.0
Projections,Melanoma of the skin,2024,Males,20-24,0,0.0
Projections,Melanoma of the skin,2024,Males,25-29,0,0.0
Projections,Melanoma of the skin,2024,Males,30-34,2,0.2
Projections,Melanoma of the skin,2024,Males,35-39,5,0.5
Projections,Melanoma of the skin,2024,Males,40-44,3,0.3
Projections,Melanoma of the skin,2024,Males,45-49,12,1.5
Projections,Melanoma of the skin,2024,Males,50-54,23,2.8
Projections,Melanoma of the skin,2024,Males,55-59,30,4.0
Projections,Melanoma of the skin,2024,Males,60-64,48,6.4
Projections,Melanoma of the skin,2024,Males,65-69,81,12.3
Projections,Melanoma of the skin,2024,Males,70-74,108,19.2
Projections,Melanoma of the skin,2024,Males,75-79,176,37.8
Projections,Melanoma of the skin,2024,Males,80-84,153,53.9
Projections,Melanoma of the skin,2024,Males,85-89,136,88.1
Projections,Melanoma of the skin,2024,Males,90+,115,147.1
Projections,Melanoma of the skin,2024,Males,All ages combined,892,6.6
Actual,Melanoma of the skin,1971,Females,00-04,0,0.0
Actual,Melanoma of the skin,1971,Females,05-09,0,0.0
Actual,Melanoma of the skin,1971,Females,10-14,0,0.0
Actual,Melanoma of the skin,1971,Females,15-19,1,0.2
Actual,Melanoma of the skin,1971,Females,20-24,4,0.7
Actual,Melanoma of the skin,1971,Females,25-29,7,1.5
Actual,Melanoma of the skin,1971,Females,30-34,6,1.5
Actual,Melanoma of the skin,1971,Females,35-39,9,2.5
Actual,Melanoma of the skin,1971,Females,40-44,12,3.1
Actual,Melanoma of the skin,1971,Females,45-49,16,4.1
Actual,Melanoma of the skin,1971,Females,50-54,21,6.2
Actual,Melanoma of the skin,1971,Females,55-59,13,4.2
Actual,Melanoma of the skin,1971,Females,60-64,16,6.0
Actual,Melanoma of the skin,1971,Females,65-69,11,5.3
Actual,Melanoma of the skin,1971,Females,70-74,9,5.2
Actual,Melanoma of the skin,1971,Females,75-79,9,7.2
Actual,Melanoma of the skin,1971,Females,80-84,10,12.8
Actual,Melanoma of the skin,1971,Females,85-89,5,14.8
Actual,Melanoma of the skin,1971,Females,90+,3,24.8
Actual,Melanoma of the skin,1971,Females,All ages combined,152,2.3
Actual,Melanoma of the skin,1972,Females,00-04,0,0.0
Actual,Melanoma of the skin,1972,Females,05-09,0,0.0
Actual,Melanoma of the skin,1972,Females,10-14,0,0.0
Actual,Melanoma of the skin,1972,Females,15-19,0,0.0
Actual,Melanoma of the skin,1972,Females,20-24,7,1.3
Actual,Melanoma of the skin,1972,Females,25-29,6,1.2
Actual,Melanoma of the skin,1972,Females,30-34,12,2.9
Actual,Melanoma of the skin,1972,Females,35-39,10,2.7
Actual,Melanoma of the skin,1972,Females,40-44,11,2.9
Actual,Melanoma of the skin,1972,Females,45-49,18,4.6
Actual,Melanoma of the skin,1972,Females,50-54,21,6.0
Actual,Melanoma of the skin,1972,Females,55-59,17,5.4
Actual,Melanoma of the skin,1972,Females,60-64,14,5.1
Actual,Melanoma of the skin,1972,Females,65-69,19,8.8
Actual,Melanoma of the skin,1972,Females,70-74,11,6.3
Actual,Melanoma of the skin,1972,Females,75-79,4,3.1
Actual,Melanoma of the skin,1972,Females,80-84,8,10.0
Actual,Melanoma of the skin,1972,Females,85-89,2,5.7
Actual,Melanoma of the skin,1972,Females,90+,3,23.5
Actual,Melanoma of the skin,1972,Females,All ages combined,163,2.5
Actual,Melanoma of the skin,1973,Females,00-04,0,0.0
Actual,Melanoma of the skin,1973,Females,05-09,0,0.0
Actual,Melanoma of the skin,1973,Females,10-14,0,0.0
Actual,Melanoma of the skin,1973,Females,15-19,4,0.7
Actual,Melanoma of the skin,1973,Females,20-24,3,0.5
Actual,Melanoma of the skin,1973,Females,25-29,4,0.8
Actual,Melanoma of the skin,1973,Females,30-34,8,1.9
Actual,Melanoma of the skin,1973,Females,35-39,5,1.3
Actual,Melanoma of the skin,1973,Females,40-44,12,3.2
Actual,Melanoma of the skin,1973,Females,45-49,19,4.9
Actual,Melanoma of the skin,1973,Females,50-54,22,6.1
Actual,Melanoma of the skin,1973,Females,55-59,10,3.2
Actual,Melanoma of the skin,1973,Females,60-64,19,6.7
Actual,Melanoma of the skin,1973,Females,65-69,18,8.0
Actual,Melanoma of the skin,1973,Females,70-74,14,7.8
Actual,Melanoma of the skin,1973,Females,75-79,9,7.0
Actual,Melanoma of the skin,1973,Females,80-84,6,7.2
Actual,Melanoma of the skin,1973,Females,85-89,2,5.4
Actual,Melanoma of the skin,1973,Females,90+,0,0.0
Actual,Melanoma of the skin,1973,Females,All ages combined,155,2.3
Actual,Melanoma of the skin,1974,Females,00-04,0,0.0
Actual,Melanoma of the skin,1974,Females,05-09,0,0.0
Actual,Melanoma of the skin,1974,Females,10-14,0,0.0
Actual,Melanoma of the skin,1974,Females,15-19,0,0.0
Actual,Melanoma of the skin,1974,Females,20-24,1,0.2
Actual,Melanoma of the skin,1974,Females,25-29,6,1.1
Actual,Melanoma of the skin,1974,Females,30-34,4,0.9
Actual,Melanoma of the skin,1974,Females,35-39,9,2.3
Actual,Melanoma of the skin,1974,Females,40-44,13,3.5
Actual,Melanoma of the skin,1974,Females,45-49,17,4.4
Actual,Melanoma of the skin,1974,Females,50-54,17,4.5
Actual,Melanoma of the skin,1974,Females,55-59,19,6.0
Actual,Melanoma of the skin,1974,Females,60-64,13,4.4
Actual,Melanoma of the skin,1974,Females,65-69,23,9.9
Actual,Melanoma of the skin,1974,Females,70-74,16,8.7
Actual,Melanoma of the skin,1974,Females,75-79,9,7.0
Actual,Melanoma of the skin,1974,Females,80-84,9,10.5
Actual,Melanoma of the skin,1974,Females,85-89,1,2.6
Actual,Melanoma of the skin,1974,Females,90+,0,0.0
Actual,Melanoma of the skin,1974,Females,All ages combined,157,2.3
Actual,Melanoma of the skin,1975,Females,00-04,0,0.0
Actual,Melanoma of the skin,1975,Females,05-09,0,0.0
Actual,Melanoma of the skin,1975,Females,10-14,1,0.2
Actual,Melanoma of the skin,1975,Females,15-19,1,0.2
Actual,Melanoma of the skin,1975,Females,20-24,5,0.9
Actual,Melanoma of the skin,1975,Females,25-29,8,1.4
Actual,Melanoma of the skin,1975,Females,30-34,7,1.5
Actual,Melanoma of the skin,1975,Females,35-39,12,3.0
Actual,Melanoma of the skin,1975,Females,40-44,8,2.2
Actual,Melanoma of the skin,1975,Females,45-49,8,2.1
Actual,Melanoma of the skin,1975,Females,50-54,19,5.0
Actual,Melanoma of the skin,1975,Females,55-59,19,5.9
Actual,Melanoma of the skin,1975,Females,60-64,24,8.0
Actual,Melanoma of the skin,1975,Females,65-69,16,6.7
Actual,Melanoma of the skin,1975,Females,70-74,10,5.4
Actual,Melanoma of the skin,1975,Females,75-79,15,11.0
Actual,Melanoma of the skin,1975,Females,80-84,13,15.0
Actual,Melanoma of the skin,1975,Females,85-89,5,12.2
Actual,Melanoma of the skin,1975,Females,90+,3,20.2
Actual,Melanoma of the skin,1975,Females,All ages combined,174,2.5
Actual,Melanoma of the skin,1976,Females,00-04,0,0.0
Actual,Melanoma of the skin,1976,Females,05-09,0,0.0
Actual,Melanoma of the skin,1976,Females,10-14,0,0.0
Actual,Melanoma of the skin,1976,Females,15-19,2,0.3
Actual,Melanoma of the skin,1976,Females,20-24,5,0.9
Actual,Melanoma of the skin,1976,Females,25-29,9,1.5
Actual,Melanoma of the skin,1976,Females,30-34,10,2.1
Actual,Melanoma of the skin,1976,Females,35-39,12,2.9
Actual,Melanoma of the skin,1976,Females,40-44,8,2.2
Actual,Melanoma of the skin,1976,Females,45-49,14,3.6
Actual,Melanoma of the skin,1976,Females,50-54,13,3.4
Actual,Melanoma of the skin,1976,Females,55-59,16,4.9
Actual,Melanoma of the skin,1976,Females,60-64,21,6.9
Actual,Melanoma of the skin,1976,Females,65-69,20,8.1
Actual,Melanoma of the skin,1976,Females,70-74,13,6.9
Actual,Melanoma of the skin,1976,Females,75-79,8,5.7
Actual,Melanoma of the skin,1976,Females,80-84,13,14.5
Actual,Melanoma of the skin,1976,Females,85-89,7,16.0
Actual,Melanoma of the skin,1976,Females,90+,6,37.7
Actual,Melanoma of the skin,1976,Females,All ages combined,177,2.5
Actual,Melanoma of the skin,1977,Females,00-04,0,0.0
Actual,Melanoma of the skin,1977,Females,05-09,0,0.0
Actual,Melanoma of the skin,1977,Females,10-14,0,0.0
Actual,Melanoma of the skin,1977,Females,15-19,2,0.3
Actual,Melanoma of the skin,1977,Females,20-24,3,0.5
Actual,Melanoma of the skin,1977,Females,25-29,5,0.9
Actual,Melanoma of the skin,1977,Females,30-34,10,2.0
Actual,Melanoma of the skin,1977,Females,35-39,10,2.4
Actual,Melanoma of the skin,1977,Females,40-44,10,2.7
Actual,Melanoma of the skin,1977,Females,45-49,17,4.5
Actual,Melanoma of the skin,1977,Females,50-54,19,5.0
Actual,Melanoma of the skin,1977,Females,55-59,26,7.6
Actual,Melanoma of the skin,1977,Females,60-64,19,6.2
Actual,Melanoma of the skin,1977,Females,65-69,23,8.9
Actual,Melanoma of the skin,1977,Females,70-74,19,9.8
Actual,Melanoma of the skin,1977,Females,75-79,18,12.5
Actual,Melanoma of the skin,1977,Females,80-84,15,16.6
Actual,Melanoma of the skin,1977,Females,85-89,1,2.2
Actual,Melanoma of the skin,1977,Females,90+,2,11.9
Actual,Melanoma of the skin,1977,Females,All ages combined,199,2.8
Actual,Melanoma of the skin,1978,Females,00-04,0,0.0
Actual,Melanoma of the skin,1978,Females,05-09,0,0.0
Actual,Melanoma of the skin,1978,Females,10-14,0,0.0
Actual,Melanoma of the skin,1978,Females,15-19,0,0.0
Actual,Melanoma of the skin,1978,Females,20-24,4,0.7
Actual,Melanoma of the skin,1978,Females,25-29,6,1.0
Actual,Melanoma of the skin,1978,Females,30-34,14,2.6
Actual,Melanoma of the skin,1978,Females,35-39,10,2.3
Actual,Melanoma of the skin,1978,Females,40-44,9,2.4
Actual,Melanoma of the skin,1978,Females,45-49,18,4.9
Actual,Melanoma of the skin,1978,Females,50-54,18,4.7
Actual,Melanoma of the skin,1978,Females,55-59,16,4.5
Actual,Melanoma of the skin,1978,Females,60-64,26,8.5
Actual,Melanoma of the skin,1978,Females,65-69,25,9.4
Actual,Melanoma of the skin,1978,Females,70-74,16,8.0
Actual,Melanoma of the skin,1978,Females,75-79,14,9.6
Actual,Melanoma of the skin,1978,Females,80-84,11,12.0
Actual,Melanoma of the skin,1978,Females,85-89,4,8.4
Actual,Melanoma of the skin,1978,Females,90+,2,11.1
Actual,Melanoma of the skin,1978,Females,All ages combined,193,2.7
Actual,Melanoma of the skin,1979,Females,00-04,0,0.0
Actual,Melanoma of the skin,1979,Females,05-09,0,0.0
Actual,Melanoma of the skin,1979,Females,10-14,0,0.0
Actual,Melanoma of the skin,1979,Females,15-19,1,0.2
Actual,Melanoma of the skin,1979,Females,20-24,3,0.5
Actual,Melanoma of the skin,1979,Females,25-29,3,0.5
Actual,Melanoma of the skin,1979,Females,30-34,10,1.8
Actual,Melanoma of the skin,1979,Females,35-39,10,2.3
Actual,Melanoma of the skin,1979,Females,40-44,13,3.4
Actual,Melanoma of the skin,1979,Females,45-49,14,3.8
Actual,Melanoma of the skin,1979,Females,50-54,21,5.5
Actual,Melanoma of the skin,1979,Females,55-59,25,6.9
Actual,Melanoma of the skin,1979,Females,60-64,20,6.6
Actual,Melanoma of the skin,1979,Females,65-69,23,8.4
Actual,Melanoma of the skin,1979,Females,70-74,16,7.7
Actual,Melanoma of the skin,1979,Females,75-79,13,8.7
Actual,Melanoma of the skin,1979,Females,80-84,14,15.1
Actual,Melanoma of the skin,1979,Females,85-89,9,18.4
Actual,Melanoma of the skin,1979,Females,90+,5,25.9
Actual,Melanoma of the skin,1979,Females,All ages combined,200,2.8
Actual,Melanoma of the skin,1980,Females,00-04,0,0.0
Actual,Melanoma of the skin,1980,Females,05-09,0,0.0
Actual,Melanoma of the skin,1980,Females,10-14,0,0.0
Actual,Melanoma of the skin,1980,Females,15-19,1,0.2
Actual,Melanoma of the skin,1980,Females,20-24,2,0.3
Actual,Melanoma of the skin,1980,Females,25-29,10,1.7
Actual,Melanoma of the skin,1980,Females,30-34,8,1.4
Actual,Melanoma of the skin,1980,Females,35-39,14,3.0
Actual,Melanoma of the skin,1980,Females,40-44,8,2.0
Actual,Melanoma of the skin,1980,Females,45-49,15,4.2
Actual,Melanoma of the skin,1980,Females,50-54,17,4.5
Actual,Melanoma of the skin,1980,Females,55-59,26,7.0
Actual,Melanoma of the skin,1980,Females,60-64,22,7.1
Actual,Melanoma of the skin,1980,Females,65-69,19,6.7
Actual,Melanoma of the skin,1980,Females,70-74,20,9.3
Actual,Melanoma of the skin,1980,Females,75-79,15,9.9
Actual,Melanoma of the skin,1980,Females,80-84,15,15.4
Actual,Melanoma of the skin,1980,Females,85-89,5,9.9
Actual,Melanoma of the skin,1980,Females,90+,7,33.4
Actual,Melanoma of the skin,1980,Females,All ages combined,204,2.8
Actual,Melanoma of the skin,1981,Females,00-04,0,0.0
Actual,Melanoma of the skin,1981,Females,05-09,0,0.0
Actual,Melanoma of the skin,1981,Females,10-14,0,0.0
Actual,Melanoma of the skin,1981,Females,15-19,1,0.2
Actual,Melanoma of the skin,1981,Females,20-24,1,0.2
Actual,Melanoma of the skin,1981,Females,25-29,5,0.8
Actual,Melanoma of the skin,1981,Females,30-34,5,0.8
Actual,Melanoma of the skin,1981,Females,35-39,16,3.3
Actual,Melanoma of the skin,1981,Females,40-44,12,3.0
Actual,Melanoma of the skin,1981,Females,45-49,9,2.5
Actual,Melanoma of the skin,1981,Females,50-54,22,5.8
Actual,Melanoma of the skin,1981,Females,55-59,23,6.2
Actual,Melanoma of the skin,1981,Females,60-64,15,4.7
Actual,Melanoma of the skin,1981,Females,65-69,25,8.7
Actual,Melanoma of the skin,1981,Females,70-74,23,10.2
Actual,Melanoma of the skin,1981,Females,75-79,19,12.3
Actual,Melanoma of the skin,1981,Females,80-84,17,16.7
Actual,Melanoma of the skin,1981,Females,85-89,13,24.9
Actual,Melanoma of the skin,1981,Females,90+,1,4.4
Actual,Melanoma of the skin,1981,Females,All ages combined,207,2.8
Actual,Melanoma of the skin,1982,Females,00-04,0,0.0
Actual,Melanoma of the skin,1982,Females,05-09,0,0.0
Actual,Melanoma of the skin,1982,Females,10-14,0,0.0
Actual,Melanoma of the skin,1982,Females,15-19,1,0.2
Actual,Melanoma of the skin,1982,Females,20-24,3,0.5
Actual,Melanoma of the skin,1982,Females,25-29,9,1.5
Actual,Melanoma of the skin,1982,Females,30-34,11,1.8
Actual,Melanoma of the skin,1982,Females,35-39,9,1.7
Actual,Melanoma of the skin,1982,Females,40-44,13,3.1
Actual,Melanoma of the skin,1982,Females,45-49,13,3.6
Actual,Melanoma of the skin,1982,Females,50-54,20,5.3
Actual,Melanoma of the skin,1982,Females,55-59,14,3.8
Actual,Melanoma of the skin,1982,Females,60-64,17,5.1
Actual,Melanoma of the skin,1982,Females,65-69,29,10.0
Actual,Melanoma of the skin,1982,Females,70-74,29,12.4
Actual,Melanoma of the skin,1982,Females,75-79,18,11.2
Actual,Melanoma of the skin,1982,Females,80-84,13,12.4
Actual,Melanoma of the skin,1982,Females,85-89,12,22.4
Actual,Melanoma of the skin,1982,Females,90+,5,20.7
Actual,Melanoma of the skin,1982,Females,All ages combined,216,2.8
